FirstSurvey,Status,StatusOther,Field,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,FieldOther,NumWorkshops,TimeSinceWorkshop,WhichCarpentry,ContentCovered,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,ContentCoveredOther,Behaviors,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,BehaviorsOther,ProgrammingBefore,ProgrammingSince,ChangeInConfidence,HowToolsHelped,Column34,Column35,Column36,Column37,HowToolsHelpedOther,Writing,WritingResponse,OtherTopics,AdvanceCareer,MotivatedSeekKnowledge,AnalysesReproducible,ProfessionalRecognition,Column42,ImproveResearchProductivity,GainedConfidence,ImpactResponse,Country,Gender,Race,Column45,Column46,Column47,Column48,Column49,Column50,Involvement,Column51,Column52,Column53,Column54,Column55,Column56,Column57,InvolvementOther,ContinuousLearning,Column59,Column60,Column61,Column62,Column63,ContinousLearningOther,Recommended,LikelyToRecommend,OutcomesResponse,NotApplyingSkillsResponse,AdditionalCommentsResponse
,Graduate Student,,,,,,,Engineering,,,,,,,,1,More than 1 year ago,,,Git,,,,Python,,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Daily.,Daily.,I’m more confident now.,They are improving my overall efficiency.,,,,,,No.,,"Now that I saw that there is a Data Carpentry workshop set, I'm tempted to take that. I feel like I have proficiency in data management and manipulation but all that I learned was ad-hoc and self-taught and my methods are therefore not necessarily best practice. I also feel like I need to expand my skillset to proper 'data scientist' for employment opportunities after my PhD, as it is my impression that new graduates learn much more about this as part of their standard studies than I ever have.",Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,"Switched to Linux because after the workshop I wanted to work more with the shell, because of its advantages in automation and speed.",,,,,,,,,,,,,,,,,,,,,,,,,,Yes.,10,"Using version control the right way, also for collaboration.  Greater use of the shell, switch to Linux.",,I really enjoyed the workshop and took away a lot. This is an excellent project and (doctoral) students should be encouraged to attend workshops.
,Academic Research Staff,,,,,,Earth Sciences,Engineering,,,,Mathematics or Statistics,Physical Sciences,,,1,More than 1 year ago,,,Git,,,,Python,,,,,,,Improving data management and project organization.,Developing a data management and analysis plan.,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Several times per year.,Less than once per year.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,The tools I learned have not helped me with my work.,,"I am in management role, helping staff use these tools instead of doing it myself",Not sure.,,"In my current role not, but for my staff: programme structure, version control, documentation.  There are still a lot of people who have not had fundamental training and just self-teaching as they go along, leading to poor code quality.",Agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Improved confidence in best coding practices. Ability to convey that to others.,,,,,,,,,,,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,,,Yes.,10,,"Moved into a management role, but the staff also need this training. I feel I can now guide them though with the information I learnt.",
,Graduate Student,,,,,,,,,,,,Physical Sciences,,,1,More than 1 year ago,,,Git,,,,Python,,,,,,MPI,,,,,,,Using version control to manage code.,,,,Daily.,Daily.,I’m more confident now.,They are improving my overall efficiency.,,,,,,Not sure.,,,Agree,Strongly agree,Neutral,Neutral,Agree,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes.,9,,,
,Academic Research Staff,,,,,,,Engineering,,,,,,,,1,More than 1 year ago,,,,,,,Python,,,,,,,,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,I had not been using tools like these.,Several times per year.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,No.,,,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,,,,,,,,,,,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,8,,,
,Undergraduate Student,,,,,,,,,,,Mathematics or Statistics,,,,1,More than 1 year ago,,,Git,,,,,,,,Unix Shell,,GAP,,,,,,,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,I had not been using tools like these.,Daily.,I’m more confident now.,They are improving my overall efficiency.,,,,,,Yes.,Helped me develop computational tools as part of my PhD,,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Agree,Neutral,Confidence with unix shell,,,,,,,,,,,,,,,,,,,,,,,,,,Yes.,10,,,
,Academic Research Staff,,,,,,,,,,Life Sciences,,Physical Sciences,,,1,More than 1 year ago,,,Git,,,,Python,,,,Unix Shell,,Unit testing,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Daily.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Not sure.,,,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,"I now use git to control all my code, improving reproducibilty, ease of sharing and ease of finding/fixing bugs.",,,,,,,,,,,,,,,,,,,,,,,,,,Yes.,9,,,
,Faculty,Scientist,,Biomedical/Health Sciences,,,,,,,,,,,,2,More than 1 year ago,,,Git,,,,Python,R,,SQL,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Monthly.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Enabled be to perform more analyses than I would have without,,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,A good base to build upon,,,,,,,,,,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,9,,,
,Graduate Student,,,,,,Earth Sciences,,,,,,,,Ecology,1,More than 1 year ago,,,Git,,,,Python,,,,,,,Improving data management and project organization.,Developing a data management and analysis plan.,,,,,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,They help me share my code with others,Not sure.,,,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Sharing code on GitHub,,,,,,,,,,,,,,,,,,,,,,,,,,Yes.,7,,,
,Postdoc,,Agricultural or Environmental Sciences,,,,,,,,Life Sciences,,,,,1,0-6 months ago,,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,,,,,,,,I had not been using tools like these.,Less than once per year.,I’m more confident now.,,,,,I am not using the tools I learned.,"not yet, lack of time",No.,,I really enjoyed the software carpentry course I followed in Amsterdam. Everything was really clear. But due to a lack of time i still didnt put in practice what i learned.   ,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,,,Yes.,10,,lack of time,
,Graduate Student,,Agricultural or Environmental Sciences,,,,Earth Sciences,,,,,,,,,1,More than 1 year ago,,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Yes.,Making code available throught Github,"A advanced workshop fusing more things like C, and development perhaps ",Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,"Familiarity with command line, version controll",,,,,,,,,,,,,,,,,,,,Participated in an online short course.,,,,,,Yes.,10,rewrote code for defensive programming ,,
,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Cloud Computing,Git,,,,,R,,,,I don't remember.,"Regex, more",Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Less than once per year.,Weekly.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,"I use R analyses for the data, can batch create and edit files. Awesome.",Just have one near me! (Zurich),Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I started as a complete newbie, but now using these programs. Thanks!",,,,,,,,,,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,No.,9,,,
,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,0-6 months ago,,,,,,OpenRefine,,R,Spreadsheets,SQL,,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Weekly.,Weekly.,I’m equally confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,,More on open science and data sharing,Neutral,Agree,Strongly agree,Neutral,Agree,Agree,Neutral,Tracking changes in data and coding as smuch as possible to keep worksteps automated and trackable,,,,,,,,,,,,,,,,,,,,,,,,,,No.,7,,,
,Graduate Student,,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,More than 1 year ago,,Cloud Computing,Git,,,,Python,,,,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",,,Reusing code.,,,,,Several times per year.,Daily.,I’m more confident now.,,They are improving my ability to analyze data.,,,,,Not sure.,,"More focused bioinformatics workshops. for example, the analysis of next-generation sequencing data",Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Agree,"I was introduced to coding, shell, python etc.",,,,,,,,,,,,,,,,,,,Participated in an in-person short course.,,,,,,,No.,5,,,
,Graduate Student,,,,,,,,,,Life Sciences,,Physical Sciences,,,1,More than 1 year ago,,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Daily.,I’m more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,Not sure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Faculty,,,,,,,,,,Life Sciences,,,,,2,6 months - 1 year ago,,,,,,,,R,Spreadsheets,,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",,,Reusing code.,,,,,Less than once per year.,Weekly.,I’m more confident now.,,They are improving my ability to analyze data.,,,,,No.,,I need an advanced course in R.,Neutral,Strongly agree,Agree,Disagree,Agree,Agree,Agree,The exposure to the use of the shell and R has helped me to analyse the large volume of data that I generate on the MiSeq.,,,,,,,,,,Subscribed to the newsletter.,,,,,,,,,,Participated in an online short course.,,,,Used non-Carpentry self-guided material.,,I don't remember.,8,,,
,Academic Research Staff,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,Git,,Mercurial,,Python,,,,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,,Reusing code.,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Enabled me to get data faster and more reliably for publication,Advanced python  Managing cloud computing  Version control  Testing with nose2  managing jupyter notebooks,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Getting to grips with git,,,,,,,,,,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,10,,,
,Graduate Student,,,,,,,,,,Life Sciences,,,,,2,0-6 months ago,,,Git,,,,Python,R,,,,,,Improving data management and project organization.,Developing a data management and analysis plan.,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,Several times per year.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,More efficient joining and wrangling of data allowed me to prepare for analysis. Overall confidence working with R and Git. Expanding a network of potential helpers. ,"SQL+R, Gis in R",Strongly agree,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Gaining confidence using R. ,,,,,,,,,,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,10,,,
,Academic Research Staff,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,Git,,,,,R,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,,,,Daily.,Daily.,I’m equally confident now.,They are improving my overall efficiency.,,,,,,Yes.,An example of complex figure produced entirely in R was the trigger to try to do the same for my own figures.,,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,"Strange as it may seem, what had the most impact on me was the teaching approach. Two instructors had very different strategies and one was clearly better than the other. Thus learning about how to teach bioinformatics had most impact on me.",,,,,,,,,,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,10,Improved my R coding.  Been involved in writing a data analysis and exploration tutorial (RNA sequencing workflow),,
,Graduate Student,,,,,,,,,,,,Physical Sciences,,,1,More than 1 year ago,,,,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,,,,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I’m more confident now.,,They are improving my ability to analyze data.,,,,,No.,,"Parallel programming, compiler optimization, the hardware/software interface",Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,"None, but I would very much like to teach a session!",,,,,,,,Yes.,9,I have increased productivity in my source control workflows.  I am now more comfortable using Python in my daily work.,,
,Postdoc,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,Physical Sciences,,,1,More than 1 year ago,,,Git,,,,Python,,,SQL,,,,,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,Using version control to collaborate online (in public or private repositories).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
