When-Taking-Survey,First-Time,Research,Status,Status-Other,Involvement,Practical-Knowledge,Organize-Data,Use-OpenRefine,Import-Python,Import-R,Visualizations-in-Python,Visualizations-in-R,Construct-SQL,Use-command-line,Skill-Level-Prior,Skill-Level-Following,Data-Organization,Using-Scripting-Language,Using-R-or-Python,Value-of-SQL-or-Python,Application,Worth-My-Time,Material,Recommend,Instructors-Clear-Answers,Instructors-Considerate,Instructors-Effective,Instructors-Enthusiastic,Workshop-in-US,Age,Gender,Gender-Other,Race-American-Indian,Race-Asian,Race-Black,Race-Hispanic,Race-Islander,Race-White,Race-Prefer-Not,Race-Other
"I have recently completed the workshop, and am taking it after I left the event",yes,Library Science,Staff,,Enthusiastically involved,A great deal,Neutral,Neutral,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Agree,NA/Not covered at this workshop,High,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,,Usually,Always,Usually,Most of the time,yes,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Engineering,Other (please specify),Industry,Very involved,Some practical knowledge,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly disagree,Strongly Agree,Agree,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Usually,Always,Always,Always,yes,,,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biology,Staff,,Very involved,Some practical knowledge,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither high nor low,About the same,Agree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,,Sometimes,Usually,Usually,Most of the time,yes,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biochemistry,Faculty,,Very involved,Some practical knowledge,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,,Usually,Most of the time,Usually,Usually,yes,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biology,Undergraduate student,,Somewhat involved,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Microbiology,Other (please specify),Scientist,Very involved,Some practical knowledge,Agree,Agree,Neutral,NA/Not covered at this workshop,Neutral,NA/Not covered at this workshop,Strongly Agree,Disagree,High,Somewhat higher,Agree,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,,Usually,Most of the time,Usually,Most of the time,yes,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biochemistry,Other (please specify),Industry,Very involved,Some practical knowledge,Agree,Disagree,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,Low,Somewhat higher,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,,Always,Always,Always,Always,yes,,,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biochemistry,Other (please specify),Industry,Very involved,Some practical knowledge,Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,Low,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,,Always,Always,Always,Always,yes,,,,,,Black or African American,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Microbiology,Staff,,Very involved,Some practical knowledge,Neutral,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,,Sometimes,Always,Most of the time,Always,yes,,,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biology,Other (please specify),Researcher,Somewhat involved,A great deal,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,Low,Somewhat higher,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,,Always,Always,Always,Always,yes,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biology,Other (please specify),Scientist,Very involved,Some practical knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black or African American,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",yes,Microbiology,Staff,,Enthusiastically involved,A great deal,Agree,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Very high,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biochemistry,Staff,,Enthusiastically involved,Some practical knowledge,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly disagree,Agree,Agree,Low,About the same,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,,Most of the time,Always,Most of the time,Always,yes,,,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biology,Other (please specify),Industry,Enthusiastically involved,Some practical knowledge,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,Agree,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,,Most of the time,Always,Always,Always,yes,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Veterinary Medicine,Faculty,,Enthusiastically involved,A great deal,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes,,,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Microbiology,Other (please specify),Faculty,Very involved,A great deal,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,,Most of the time,Always,Always,Always,yes,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Public Policy ,Graduate student,,Somewhat involved,A great deal,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Neither high nor low,Higher,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Always,Always,Always,Always,yes,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Social Science,Graduate student,,Enthusiastically involved,A great deal,Neutral,Agree,Disagree,Agree,Agree,Agree,NA/Not covered at this workshop,Agree,Low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes,,,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Engineering,Graduate student,,Very involved,A great deal,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes,,,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Microbiology,Post-doc,,Very involved,A great deal,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Low,Somewhat higher,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,,Most of the time,Most of the time,Most of the time,Always,yes,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Genetics,Staff,,Very involved,A great deal,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,Neither high nor low,Somewhat higher,Strongly agree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Agree,,Most of the time,Always,Most of the time,Always,yes,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Engineering,Staff,,Somewhat involved,Some practical knowledge,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Always,Always,Always,Always,yes,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Plant Science,Other (please specify),Government,Very involved,A great deal,Strongly Agree,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,NA/Not covered at this workshop,High,Somewhat higher,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,,Usually,Most of the time,Usually,Always,yes,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Microbiology,Other (please specify),Microbiologist,Very involved,A great deal,Agree,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,Agree,Neither high nor low,Higher,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Most of the time,Always,Most of the time,Always,yes,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biology,Post-doc,,Very involved,Some practical knowledge,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,High,About the same,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,,Sometimes,Always,Sometimes,Sometimes,yes,,,,,,Black or African American,Hispanic or Latino,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,,,,,,,,,,,,,,,,,,,,Strongly agree,,,,,,,,yes,,,,,,,,,,,Homo sapiens.  Let's get over this.  We've all had enough of this question.
"I have recently completed the workshop, and am taking it after I left the event",yes,Biology,Other (please specify),Researcher,Very involved,A great deal,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,High,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,,Always,Always,,Always,yes,,,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",yes,Biological Sciences,Staff,,Very involved,A great deal,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Low,Somewhat higher,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,,Usually,Usually,Most of the time,Most of the time,yes,,,,,,,Hispanic or Latino,,,,
"I have just completed the workshop, and am taking it at the event",yes,Biology,Staff,,Enthusiastically involved,A great deal,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,Neither high nor low,Higher,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,,Always,Always,Always,Always,yes,,,,,Asian/Pacific Islander,,,,,,
"I have just completed the workshop, and am taking it at the event",no,Biology,Graduate student,,Enthusiastically involved,A great deal,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,Neither high nor low,Somewhat higher,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,,Always,Always,Always,Always,yes,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Genetics,Staff,,Enthusiastically involved,A great deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Genetics,Staff,,Very involved,A great deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",yes,Genetics,Post-doc,,Enthusiastically involved,A great deal,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly disagree,NA/Not covered at this workshop,Very low,Somewhat higher,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,,Most of the time,Always,Most of the time,Always,yes,,,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",yes,Neuroscience,Graduate student,,Enthusiastically involved,A great deal,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,Very low,Higher,Strongly agree,Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,,Staff,,Very involved,A great deal,Neutral,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,NA/Not covered at this workshop,High,Somewhat higher,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,,Most of the time,Always,Most of the time,Always,yes,,,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biology,Graduate student,,Very involved,Some practical knowledge,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very low,Somewhat higher,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,,Usually,Most of the time,Usually,Usually,yes,,,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Bioinformatics,Graduate student,,Enthusiastically involved,A great deal,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes,,,,,Asian/Pacific Islander,,,,,,
