End Date,NewDate,Please indicate your relevant fields or disciplines.��Check all that apply.,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,What is your current status? Check all that apply.,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,What operating system is on the computer you are bringing to the workshop?,How often do you currently use any of the following?,Column24,Column25,Column26,"Please rate your level of satisfaction with your current data management and analysis workflow (i.e. how you collect, organize, store and analyze your data).",Why are you attending this workshop? Check all that apply.,Column27,Column28,Column29,Column30,How did you find out about this workshop? Check all that apply.,Column31,Column32,Column33,Column34,Column35,Column36,Which of the following programming languages��is being covered in your workshop?,Please rate your level of agreement with the following statements:,Column37,Column38,Column39,Column40,Column41,Please share what you most hope to learn from attending this workshop.,In what country is your workshop being held?,With��what gender do you most identify?,Column42,How would you describe yourself? Choose one or more of the following groups.,Column43,Column44,Column45,Column46,Column47,Column48,Column49
8/28/17 11:29,2017-08,,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,
8/28/17 10:15,2017-08,,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Neutral,Agree,Neutral,Agree,Strongly agree,A smother workflow.,,,,,,,,,,,
8/28/17 2:52,2017-08,,,,,,,,,,,,,,Biology,,,Postdoctoral Researcher,,,,,,,,Windows,,,,,Not sure,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,
8/28/17 0:51,2017-08,,Bioinformatics/Genomics,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,Read about it in a newsletter or university web site,,,,,,R,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Better command of R and intro to other programming languages,,,,,,,,,,,
8/28/17 0:13,2017-08,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Neutral,Agree,Agree,Disagree,Agree,,,,,,,,,,,,
8/27/17 20:43,2017-08,,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,,,,,,,,,,,Retired/Not Employed,Masters of Science in Biology Graduate,,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,,,,,,,,,,,,
8/27/17 17:53,2017-08,,Bioinformatics/Genomics,,,,,,,,,,,,Wildlife population genetics,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Disagree,Agree,Neutral,Strongly disagree,Agree,I am hoping to learn some general skills in R and Python that would benefit my analysis of ddRAD data for my research.,,,,,,,,,,,
8/26/17 19:50,2017-08,,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Strongly disagree,Agree,Neutral,Neutral,Agree,Basics of tools used in Bioinformatics,,,,,,,,,,,
8/26/17 17:49,2017-08,,,,,,,,,,Life��Sciences,,,,,,,,Faculty,,,,,,,Windows,,,,,Unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Neither,Disagree,Strongly disagree,Agree,Agree,Agree,Neutral,Fundamental concepts and skills of computer programs to analyse scientific or genomic data.,,,,,,,,,,,
8/25/17 19:16,2017-08,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,Strongly agree,Disagree,Strongly agree,Neutral,Strongly disagree,Neutral,I would like to gain some familiarity with programming beyond my introductory understanding.,,,,,,,,,,,
8/25/17 17:23,2017-08,,,,,,,,,,Life��Sciences,,,,,,,,Faculty,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Better data management skills.,,,,,,,,,,,
8/25/17 13:15,2017-08,,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,,,,,,Faculty,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Agree,Agree,Neutral,Disagree,Disagree,Agree,,,,,,,,,,,,
8/23/17 20:46,2017-08,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Agree,Agree,Strongly agree,Neutral,Agree,Agree,,,,,,,,,,,,
8/23/17 18:56,2017-08,,Bioinformatics/Genomics,Biomedical/Health Sciences,,Computer Science,,,,,Life��Sciences,,,,Genetics and Biotechnology,Undergraduate Student,,,,,,,,,Undergraduate researcher in BRAiN Program,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,To better help me understand R and bioinformatics for my current BRAiN project,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Agree,Agree,Agree,Agree,Disagree,Strongly agree,How to better understand R and bioinformatics to help me analyze my own dataset for my BRAiN program project working on Alzheimer's gene expression data.,,,,,,,,,,,
8/22/17 11:14,2017-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/17 10:02,2017-08,,,,,,,,,,,,,Social Sciences,,Undergraduate Student,,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,
8/22/17 9:08,2017-08,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Neutral,Neutral,Neutral,Strongly agree,,,,,,,,,,,,
8/22/17 7:16,2017-08,,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Very unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly disagree,Strongly disagree,Agree,Neutral,Disagree,Agree,,,,,,,,,,,,
8/21/17 23:48,2017-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/17 21:07,2017-08,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,Social Sciences,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,,,,,,,,,,,,
8/21/17 21:05,2017-08,,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Disagree,Agree,Neutral,Neutral,Disagree,I'd like to know how to do data management (data cleaning). Thanks!,,,,,,,,,,,
8/21/17 15:35,2017-08,,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,,,,,,,,,,,,
8/21/17 15:06,2017-08,,,,,,,,,,,,,Social Sciences,,,,,,,,Research Staff,,,,Windows,,,,,Very satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
8/21/17 14:40,2017-08,Agricultural or Environmental Sciences,,Biomedical/Health Sciences,,,,,,,,,Physical Sciences,,,,,,,,,Research Staff,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,Read about it in a newsletter or university web site,,,,,,R,Agree,Neutral,Agree,Neutral,Agree,Agree,,,,,,,,,,,,
8/21/17 14:02,2017-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/17 11:39,2017-08,,,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,,,,,Not sure,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Agree,Disagree,Neutral,Neutral,Disagree,Strongly agree,Basic understanding of data,,,,,,,,,,,
8/21/17 11:30,2017-08,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,,,,,,,,Postdoctoral Researcher,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Agree,Disagree,Neutral,Neutral,Disagree,Agree,,,,,,,,,,,,
8/21/17 10:37,2017-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/17 10:45,2017-08,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Agree,Neutral,Agree,Agree,Neutral,Agree,Data management to avoid multiple excel files that become confused easily. learn how to preserve raw data and keep separate from working files. move from R base graphics to ggplot,,,,,,,,,,,
8/21/17 10:35,2017-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/17 12:54,2017-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/17 11:22,2017-08,Agricultural or Environmental Sciences,,,,,,,,,,,,,,Undergraduate Student,,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Agree,Neutral,Agree,Agree,Disagree,Strongly agree,I hope to be able to properly import data and manipulate it in R. ,,,,,,,,,,,
8/18/17 15:43,2017-08,,,,,,,Engineering,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,
9/20/17 14:50,2017-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/17 12:02,2017-08,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,,,,,,,Graduate Student,,,,,Research Staff,,,,Not sure,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,"a better alternative to excel, and sorting, filtering, hiding columns, copy/paste for handling large data sets. Also would like to be more comfortable in programming languages, as re-introduction to stats in R, and first intro to Python.",,,,,,,,,,,
8/17/17 10:38,2017-08,,Bioinformatics/Genomics,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,More reproducibility tools!,,,,,,,,,,,
8/17/17 9:58,2017-08,,,,,,,,,,,,,,evolutionary biology,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Very unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Neutral,Agree,Neutral,Strongly agree,"I need to actually learn what the code means. I just google everything I need when I need it, without fully understanding what each part of the functions do",,,,,,,,,,,
8/17/17 0:24,2017-08,,Bioinformatics/Genomics,,,,,,,,Life��Sciences,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,,UNIX/Linux,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,automation,,,,,,,,,,,
8/16/17 23:42,2017-08,,,,,,,Engineering,,,,,Physical Sciences,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly disagree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,
8/17/17 3:09,2017-08,,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Very unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Agree,Strongly disagree,Strongly agree,Neutral,Neutral,Neutral,"be familiarized with R, receive the necessary tools to keep myself  forward with the plataform",,,,,,,,,,,
8/16/17 18:58,2017-08,,,,,,,,,,,Mathematics or Statistics,,Social Sciences,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,I hope to learn a less haphazard way to work with data than what I'm currently doing.  ,,,,,,,,,,,
8/16/17 18:16,2017-08,,Bioinformatics/Genomics,,,Computer Science,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,"I hope to identify my weaknesses in programming and strengthen them. I also hope to learn about all the different types of data visualization and perhaps test a sample from my own data as a start.     As a side, the programming questions were really difficult to understand (very strange phrasing). ",,,,,,,,,,,
8/16/17 16:52,2017-08,,,,,,,,,,,,,,Theoretical Chemistry,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Neutral,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Agree,Strongly disagree,Neutral,,,,,,,,,,,,
8/16/17 4:00,2017-08,,,,,,,,,,,,,,Cognitive Science,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,,,,,,,,,,,,
8/15/17 20:29,2017-08,,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,More skills in R and data management,,,,,,,,,,,
8/15/17 19:12,2017-08,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Agree,Neutral,Agree,,,,,,,,,,,,
8/14/17 15:20,2017-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/17 0:12,2017-08,,Bioinformatics/Genomics,,,,,,,,Life��Sciences,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,R,Agree,Neutral,Neutral,Agree,Disagree,Strongly agree,Efficiency  ,,,,,,,,,,,
